Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
102	47	0	1.83042247	293.199613	293.199703	293.199613	293.199799	0.000185442476	6.82818803e-006	3.6	0.00293536	0	0	3
103	48	0	1.84836779	293.199607	293.199696	293.199607	293.199792	0.000185104286	6.90975461e-006	3.7	0.00281267	0	0	3
104	48	0	1.8663131	293.1996	293.199689	293.1996	293.199784	0.000183781521	6.98960469e-006	3.8	0.00290974	0	0	3
105	49	0	1.88425842	293.199594	293.199683	293.199594	293.199777	0.000182594704	7.06751692e-006	3.8	0.00295243	0	0	3
106	49	0	1.90220374	293.199589	293.199676	293.199589	293.19977	0.000181178144	7.14304697e-006	3.9	0.00274165	0	0	3
107	49	0	1.92014906	293.199583	293.199669	293.199583	293.199763	0.000179669455	7.21630227e-006	4	0.00256541	0	0	3
108	50	0	1.93809438	293.199579	293.199663	293.199579	293.199757	0.000177948784	7.28677267e-006	4	0.00293882	0	0	3
109	50	0	1.95603969	293.199574	293.199656	293.199574	293.199749	0.00017539055	7.35446e-006	4.1	0.00264688	0	0	3
110	51	0	1.97398501	293.199569	293.19965	293.199569	293.199742	0.000172796517	7.41919528e-006	4.2	0.00261143	0	0	3
111	51	0	1.99193033	293.199565	293.199643	293.199565	293.199735	0.000170085092	7.48092939e-006	4.3	0.00276457	0	0	3
112	51	0	2.00987565	293.19956	293.199637	293.19956	293.199728	0.000167621761	7.53994416e-006	4.4	0.00281052	0	0	3
113	52	0	2.02782097	293.199556	293.199631	293.199556	293.19972	0.00016463495	7.59605271e-006	4.6	0.00288184	0	0	3
114	52	0	2.04576629	293.19955	293.199625	293.19955	293.199712	0.000162340683	7.6501124e-006	4.7	0.00289439	0	0	3
115	53	0	2.0637116	293.199545	293.199619	293.199545	293.199705	0.000160097821	7.7017867e-006	4.8	0.00292909	0	0	3
116	53	0	2.08165692	293.19954	293.199613	293.19954	293.199697	0.000157313801	7.75148577e-006	4.9	0.00286773	0	0	3
117	54	0	2.09960224	293.199536	293.199607	293.199536	293.199689	0.000153720263	7.79838005e-006	5	0.00291337	0	0	3
118	54	0	2.11754756	293.199531	293.199602	293.199531	293.199682	0.000150627651	7.84289714e-006	5.2	0.00283985	0	0	3
119	54	0	2.13549288	293.199528	293.199596	293.199528	293.199675	0.000146745391	7.88402946e-006	5.3	0.0028756	0	0	3
120	55	0	2.1534382	293.199525	293.199591	293.199525	293.199668	0.00014370734	7.92215898e-006	5.5	0.00246336	0	0	3
121	55	0	2.17138351	293.199522	293.199586	293.199522	293.199662	0.00014001305	7.95710056e-006	5.6	0.00272385	0	0	3
122	56	0	2.18932883	293.199519	293.19958	293.199519	293.199656	0.000137394783	7.98944788e-006	5.8	0.00286395	0	0	3
123	56	0	2.20727415	293.199516	293.199575	293.199516	293.19965	0.000134362987	8.01917483e-006	5.9	0.00289953	0	0	3
124	56	0	2.22521947	293.199514	293.199571	293.199514	293.199645	0.000130967267	8.04640261e-006	6.1	0.00297163	0	0	3
125	57	0	2.24316479	293.199512	293.199566	293.199512	293.199639	0.000127013306	8.07102872e-006	6.3	0.00289328	0	0	3
126	57	0	2.26111011	293.19951	293.199561	293.19951	293.199632	0.000122288589	8.09267221e-006	6.6	0.00296066	0	0	3
127	58	0	2.27905542	293.199509	293.199557	293.199509	293.199626	0.000117243301	8.11121162e-006	6.9	0.00295355	0	0	3
128	58	0	2.29700074	293.199508	293.199553	293.199508	293.19962	0.000111311858	8.1265903e-006	7.3	0.00289711	0	0	3
129	59	0	2.31494606	293.199507	293.199549	293.199507	293.199613	0.00010561823	8.13856838e-006	7.7	0.0026073	0	0	3
130	59	0	2.33289138	293.199506	293.199545	293.199506	293.199607	0.000100390261	8.14738657e-006	8.1	0.00270802	0	0	3
131	59	0	2.3508367	293.199505	293.199541	293.199505	293.1996	9.5360152e-005	8.15350165e-006	8.5	0.00263736	0	0	3
132	60	0	2.36878202	293.199504	293.199538	293.199504	293.199594	8.99813647e-005	8.15664668e-006	9	0.00293725	0	0	3
133	60	0	2.38672733	293.199503	293.199534	293.199503	293.199589	8.61532505e-005	8.1575628e-006	9.4	0.00285576	0	0	3
134	61	0	2.40467265	293.199501	293.199531	293.199501	293.199583	8.23245003e-005	8.15642036e-006	9.9	0.00289722	0	0	3
135	61	0	2.42261797	293.1995	293.199528	293.1995	293.199579	7.86131757e-005	8.15311913e-006	10.3	0.00287864	0	0	3
136	61	0	2.44056329	293.199499	293.199526	293.199499	293.199574	7.46584939e-005	8.147621e-006	10.9	0.0028977	0	0	3
137	62	0	2.45850861	293.1995	293.199523	293.199499	293.199569	7.00689554e-005	8.13964384e-006	11.6	0.00288239	0	0	3
138	62	0	2.47645393	293.199501	293.19952	293.199499	293.199565	6.57711547e-005	8.12923312e-006	12.3	0.00292087	0	0	3
